,Brand,Year,Model,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption/100km,Kilometres,CylindersinEngine,BodyType,Doors,Seats,Price,Extcolour,City,State
204,Hyundai,2020-01-01,Tucson,USED,Automatic,2.0,Front,Unleaded,7.9,38341.0,4,SUV,4,5,28984.0,Blue ,Granville, NSW
205,Toyota,2020-01-01,Camry,USED,Automatic,2.5,Front,Unleaded,8.3,7528.0,4,Sedan,4,5,32990.0,Silver ,Castle Hill, NSW
206,Honda,2018-01-01,City,USED,Automatic,1.5,Front,Unleaded,5.8,94385.0,4,Sedan,4,5,19999.0,Silver ,Homebush, NSW
207,Toyota,2018-01-01,C-HR,USED,Automatic,1.2,AWD,Premium,5.6,110047.0,4,SUV,4,5,29990.0,Red ,Wollongong, NSW
208,Kia,2012-01-01,Sorento,USED,Automatic,2.2,AWD,Diesel,7.4,164189.0,4,SUV,4,7,16990.0,Silver ,Cabramatta, NSW
209,Holden,2013-01-01,Cruze,USED,Automatic,1.8,Front,Unleaded,7.4,106722.0,4,Hatchback,5,5,10800.0,White ,Smithfield, NSW
210,Isuzu,2018-01-01,MU-X,USED,Automatic,3.0,Front,Diesel,8.1,72650.0,4,SUV,4,7,39880.0,White ,Blacktown, NSW
211,Kia,2015-01-01,Cerato,USED,Automatic,1.8,Front,Unleaded,7.1,123624.0,4,Sedan,4,5,14995.0,Silver ,Camden, NSW
212,Lexus,2014-01-01,IS350,USED,Automatic,3.5,Rear,Premium,9.7,155620.0,6,Sedan,4,5,27990.0,Silver ,Castle Hill, NSW
213,Mazda,2018-01-01,2,USED,Automatic,1.5,Front,Unleaded,4.9,53426.0,4,Hatchback,5,5,22990.0,White ,Wollongong, NSW
214,Toyota,2009-01-01,Corolla,USED,Automatic,1.8,Front,Unleaded,7.7,114727.0,4,Hatchback,5,5,14995.0,Silver ,Minchinbury, NSW
215,Toyota,2016-01-01,Kluger,USED,Automatic,3.5,AWD,Unleaded,0.6,98983.0,6,SUV,4,7,39280.0,Grey ,Blacktown, NSW
216,Volkswagen,2007-01-01,Golf,USED,Automatic,2.0,Front,Premium,8.1,160523.0,4,Hatchback,3,5,10990.0,Silver ,Leichhardt, NSW
217,Holden,2015-01-01,Commodore,USED,Automatic,6.0,Rear,Premium,0.8,96000.0,8,Sedan,4,5,47990.0,White ,Castle Hill, NSW
218,Nissan,2016-01-01,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,39397.0,4,SUV,4,5,23950.0,Red ,Penrith, NSW
219,Hyundai,2020-01-01,I30,USED,Automatic,2.0,Front,Unleaded,7.4,54368.0,4,Hatchback,4,5,26990.0,White ,Campbelltown, NSW
220,Holden,2014-01-01,Cruze,USED,Automatic,1.8,Front,Unleaded,7.4,220683.0,4,Hatchback,5,5,7990.0,Silver ,Adamstown, NSW
222,Toyota,2013-01-01,Camry,USED,Automatic,2.5,Front,Unleaded,7.8,89140.0,4,Sedan,4,5,17900.0,Grey ,Five Dock, NSW
223,Toyota,2013-01-01,Corolla,USED,Automatic,1.8,Front,Unleaded,6.6,149974.0,4,Hatchback,5,5,16990.0,Red ,Lidcombe, NSW
224,Hyundai,2019-01-01,I30,USED,Automatic,2.0,Front,Unleaded,7.4,44879.0,4,Hatchback,4,5,26990.0,White ,Blacktown, NSW
225,Mazda,2016-01-01,BT-50,USED,Automatic,3.2,4WD,Diesel,9.2,110909.0,5,Ute / Tray,4,5,34913.0,White ,Cardiff, NSW
226,Toyota,2013-01-01,Corolla,USED,Automatic,1.8,Front,Unleaded,6.6,109519.0,4,Hatchback,5,5,19990.0,White ,Castle Hill, NSW
227,Kia,2020-01-01,Stinger,USED,Automatic,3.3,Rear,Unleaded,0.2,19372.0,6,Sedan,4,5,55888.0,Grey ,Carlton, NSW
228,Toyota,2015-01-01,RAV4,USED,Automatic,2.5,AWD,Unleaded,8.5,155198.0,4,SUV,4,5,24950.0,Silver ,Granville, NSW
229,Honda,2012-01-01,Jazz,USED,Automatic,1.3,Front,Unleaded,6.6,111323.0,4,Hatchback,5,5,12800.0,Green ,Kirrawee, NSW
230,BMW,2017-01-01,430I,USED,Automatic,2.0,Rear,Premium,5.8,79882.0,4,Hatchback,5,5,41280.0,Grey ,Blacktown, NSW
231,Volkswagen,2008-01-01,Golf,USED,Manual,2.0,Front,Premium,8.1,155839.0,4,Hatchback,5,5,13990.0,Silver ,Minchinbury, NSW
232,Subaru,2018-01-01,Outback,USED,Automatic,2.5,AWD,Unleaded,7.3,66805.0,4,SUV,4,5,33898.0,Grey ,Blacktown, NSW
233,Ford,2011-01-01,Territory,USED,Automatic,2.7,Rear,Diesel,8.2,227646.0,6,SUV,4,5,8913.0,Silver ,Cardiff, NSW
234,Kia,2013-01-01,RIO,USED,Automatic,1.4,Front,Unleaded,6.3,88465.0,4,Hatchback,5,5,14888.0,Silver ,Pennant Hills, NSW
235,Holden,2013-01-01,Commodore,USED,Automatic,3.6,Rear,Unleaded,9.5,237426.0,6,Sedan,4,5,15995.0,Blue ,Minchinbury, NSW
236,Toyota,1999-01-01,Landcruiser,USED,Manual,4.2,4WD,Diesel,7.3,41750.0,6,Ute / Tray,2,3,48999.0,Red ,Lidcombe, NSW
237,Toyota,2013-01-01,Hilux,USED,Manual,3.0,Rear,Diesel,8.1,345194.0,4,Ute / Tray,4,5,12990.0,White ,Blacktown, NSW
238,Toyota,2017-01-01,Corolla,USED,Automatic,1.8,Front,Unleaded,6.1,130970.0,4,Hatchback,5,5,23990.0,Red ,East Maitland, NSW
239,Honda,2016-01-01,Civic,USED,Automatic,1.5,Front,Unleaded,6.0,35612.0,4,Sedan,4,5,24888.0,Silver ,Liverpool, NSW
240,Audi,2013-01-01,A3,USED,Automatic,1.8,Front,Premium,6.7,148265.0,4,Hatchback,5,5,13999.0,Brown ,Leichhardt, NSW
241,Hyundai,2018-01-01,I30,USED,Automatic,1.6,Front,Unleaded,7.1,83494.0,4,Hatchback,4,5,27950.0,Black ,Minto, NSW
242,Mazda,2012-01-01,2,USED,Automatic,1.5,Front,Unleaded,6.8,85492.0,4,Hatchback,5,5,13990.0,Silver ,Lidcombe, NSW
243,Volkswagen,2013-01-01,Tiguan,USED,Automatic,2.0,AWD,Premium,8.8,126408.0,4,SUV,4,5,19999.0,Grey ,Cardiff, NSW
244,Renault,2017-01-01,Trafic,USED,Manual,1.6,Front,Diesel,6.2,173156.0,4,Commercial,4,3,22950.0,White ,Granville, NSW
245,Peugeot,2013-01-01,208,USED,Manual,1.6,Front,Premium,5.9,78783.0,4,Hatchback,3,5,14990.0,Grey ,Granville, NSW
246,Land,2020-01-01,Rover,USED,Automatic,2.0,AWD,Premium,8.1,26227.0,4,SUV,4,5,69800.0,Black ,Rozelle, NSW
247,Honda,2017-01-01,HR-V,USED,Automatic,1.8,Front,Unleaded,6.6,101821.0,4,SUV,4,5,20995.0,Black ,Minchinbury, NSW
248,Mitsubishi,2014-01-01,Triton,USED,Manual,2.5,4WD,Diesel,8.1,221872.0,4,Ute / Tray,4,5,14413.0,White ,Cardiff, NSW
249,Nissan,2015-01-01,Pulsar,USED,Automatic,1.8,Front,Unleaded,6.7,90691.0,4,Sedan,4,5,14776.0,White ,Liverpool, NSW
250,Mazda,2018-01-01,6,USED,Automatic,2.5,Front,Unleaded,7.0,24305.0,4,Sedan,4,5,29990.0,Blue ,Arncliffe, NSW
251,Audi,2007-01-01,A4,USED,Automatic,2.0,Front,Premium,8.3,168901.0,4,Sedan,4,5,7950.0,Silver ,Petersham, NSW
252,Honda,2005-01-01,Accord,USED,Automatic,2.4,Front,Unleaded,9.3,167562.0,4,Sedan,4,5,7949.0,Gold ,Lansvale, NSW
253,Audi,2016-01-01,SQ5,USED,Automatic,3.0,AWD,Diesel,6.8,152995.0,6,SUV,5,5,29999.0,Grey ,Five Dock, NSW
254,Toyota,2007-01-01,Corolla,USED,Automatic,1.8,Front,Unleaded,7.4,236946.0,4,Sedan,4,5,8880.0,Silver ,Kirrawee, NSW
255,Holden,2011-01-01,Commodore,USED,Automatic,3.6,Rear,Unleaded,9.8,183580.0,6,Wagon,4,5,12990.0,Silver ,Adamstown, NSW
257,Nissan,2015-01-01,X-Trail,USED,Automatic,1.6,Front,Diesel,5.3,124882.0,4,SUV,4,5,19888.0,Red ,Liverpool, NSW
258,Mazda,2005-01-01,6,USED,Automatic,2.3,Front,Premium,8.9,247519.0,4,Sedan,4,5,5950.0,Gold ,Minto, NSW
259,Audi,2021-01-01,Q3,USED,Automatic,1.4,Front,Premium,7.2,9819.0,4,SUV,4,5,51990.0,Blue ,Jamisontown, NSW
260,Lexus,2004-01-01,IS300,USED,Automatic,3.0,Rear,Unleaded,0.5,124230.0,6,Sedan,4,5,16000.0,Black ,Minto, NSW
261,Mitsubishi,2020-01-01,Triton,USED,Automatic,2.4,Rear,Diesel,8.3,43839.0,4,Ute / Tray,2,2,33990.0,White ,Gateshead, NSW
262,Hyundai,2012-01-01,I30,USED,Automatic,1.8,Front,Unleaded,6.9,106286.0,4,Hatchback,5,5,16990.0,Silver ,Minchinbury, NSW
264,Toyota,2018-01-01,Kluger,USED,Automatic,3.5,Front,Unleaded,9.1,128601.0,6,SUV,4,7,36888.0,White ,Blacktown, NSW
265,Subaru,2011-01-01,Outback,USED,Automatic,3.6,AWD,Premium,0.3,91016.0,6,SUV,4,5,16999.0,Black ,Brookvale, NSW
266,Jaguar,2014-01-01,XF,USED,Automatic,2.2,Rear,Diesel,5.2,38821.0,4,Sedan,4,5,29800.0,Grey ,Rozelle, NSW
267,Nissan,2015-01-01,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,94239.0,4,SUV,4,7,22990.0,White ,Minchinbury, NSW
268,Ford,2013-01-01,Ranger,USED,Manual,3.2,4WD,Diesel,9.4,167122.0,5,Ute / Tray,4,5,23913.0,White ,Cardiff, NSW
269,Honda,2004-01-01,Accord,USED,Automatic,2.4,Front,Premium,9.4,207966.0,4,Sedan,4,5,8990.0,Silver ,Cabramatta, NSW
271,Volkswagen,2015-01-01,Polo,USED,Automatic,1.2,Front,Premium,4.8,39578.0,4,Hatchback,5,5,16420.0,White ,Leichhardt, NSW
272,Mazda,2015-01-01,2,USED,Automatic,1.5,Front,Unleaded,4.9,105633.0,4,Hatchback,5,5,16990.0,Red ,Brookvale, NSW
273,Nissan,2002-01-01,Pulsar,USED,Automatic,1.8,Front,Unleaded,8.0,169981.0,4,Sedan,4,5,7880.0,Blue ,Minchinbury, NSW
275,Hyundai,2015-01-01,Veloster,USED,Automatic,1.6,Front,Unleaded,6.4,138263.0,4,Hatchback,3,4,21995.0,White ,Minchinbury, NSW
276,Toyota,2006-01-01,Corolla,USED,Automatic,1.8,Front,Unleaded,7.4,238016.0,4,Hatchback,5,5,5999.0,Silver ,Kurri Kurri, NSW
278,Audi,2014-01-01,Q3,USED,Automatic,2.0,AWD,Diesel,5.9,73021.0,4,SUV,4,5,27995.0,White ,Minchinbury, NSW
279,Holden,2010-01-01,Cruze,USED,Automatic,2.0,Front,Diesel,6.9,106831.0,4,Sedan,4,5,8995.0,Silver ,Bankstown, NSW
280,Hyundai,2012-01-01,I30,USED,Automatic,2.0,Front,Unleaded,7.6,209552.0,4,Hatchback,5,5,7995.0,Red ,Minchinbury, NSW
281,Mitsubishi,2021-01-01,Outlander,USED,Automatic,2.4,AWD,Unleaded,7.2,51311.0,4,SUV,4,5,30888.0,Red ,Ryde, NSW
282,Toyota,2022-01-01,Yaris,USED,Automatic,1.5,Front,Hybrid,3.3,17984.0,3,Hatchback,5,5,39990.0,Brown ,East Maitland, NSW
283,Jeep,2014-01-01,Grand,USED,Automatic,3.0,4WD,Diesel,7.5,137763.0,6,SUV,4,5,24990.0,Black ,Mount Druitt, NSW
284,Honda,2022-01-01,CR-V,USED,Automatic,1.5,Front,Unleaded,7.3,21532.0,4,SUV,4,5,39990.0,Grey ,Banksia, NSW
285,Land,2015-01-01,Rover,USED,Automatic,3.0,4WD,Diesel,8.8,139968.0,6,SUV,4,7,54990.0,Black ,Castle Hill, NSW
286,MG,2022-01-01,ZS,DEMO,Automatic,1.5,Front,Unleaded,7.1,15.0,4,SUV,4,5,23690.0,Blue ,Blacktown, NSW
287,Mitsubishi,2015-01-01,Triton,USED,Manual,2.4,4WD,Diesel,7.2,154276.0,4,Ute / Tray,4,5,28990.0,Silver ,Adamstown, NSW
288,Mercedes-Benz,2009-01-01,E500,USED,Automatic,5.5,Rear,Premium,7.3,98170.0,8,Sedan,4,5,34990.0,Black ,Rozelle, NSW
290,Kia,2013-01-01,RIO,USED,Manual,1.4,Front,Unleaded,5.7,131990.0,4,Hatchback,5,5,11490.0,Silver ,Smeaton Grange, NSW
291,Toyota,2019-01-01,Corolla,USED,Automatic,2.0,Front,Unleaded,6.0,173605.0,4,Hatchback,5,5,18995.0,White ,Sylvania, NSW
292,Toyota,2017-01-01,HiAce,USED,Automatic,3.0,Rear,Diesel,8.7,160331.0,4,Commercial,4,2,34995.0,White ,Lidcombe, NSW
293,Holden,2010-01-01,Commodore,USED,Automatic,3.0,Rear,Unleaded,9.3,203500.0,6,Wagon,4,5,7995.0,White ,Minchinbury, NSW
294,Toyota,2018-01-01,Hilux,USED,Automatic,2.8,4WD,Diesel,8.5,37726.0,4,Ute / Tray,4,5,49913.0,White ,Cardiff, NSW
295,Mazda,2018-01-01,3,USED,Automatic,2.5,Front,Unleaded,6.1,50304.0,4,Hatchback,5,5,23400.0,White ,Jamisontown, NSW
296,BMW,2018-01-01,M140I,USED,Automatic,3.0,Rear,Premium,7.1,59223.0,6,Hatchback,5,5,44990.0,White ,Castle Hill, NSW
297,Hyundai,2013-01-01,Accent,USED,Automatic,1.6,Front,Unleaded,6.4,103629.0,4,Sedan,4,5,12995.0,Silver ,Minchinbury, NSW
299,Jeep,2015-01-01,Grand,USED,Automatic,3.0,4WD,Diesel,7.5,92805.0,6,SUV,4,5,23913.0,Red ,Cardiff, NSW
300,Mercedes-Benz,2005-01-01,C200,USED,Automatic,1.8,Rear,Unleaded,9.5,98800.0,4,Sedan,4,5,9888.0,Black ,Brookvale, NSW
301,Holden,2009-01-01,Commodore,USED,Automatic,3.6,Rear,Unleaded,7.3,127994.0,6,Wagon,4,5,13990.0,Silver ,Sylvania, NSW
302,Subaru,2015-01-01,Impreza,USED,Automatic,2.0,AWD,Unleaded,6.8,171352.0,4,Hatchback,5,5,15999.0,Black ,Homebush, NSW
303,Mazda,2015-01-01,BT-50,USED,Automatic,3.2,4WD,Diesel,9.2,31931.0,5,Ute / Tray,4,5,38800.0,White ,Smithfield, NSW
304,Suzuki,2011-01-01,Swift,USED,Automatic,1.4,Front,Unleaded,6.2,158817.0,4,Hatchback,5,5,11800.0,Black ,Minchinbury, NSW
305,Volkswagen,2016-01-01,Golf,USED,Manual,1.4,Front,Premium,5.7,89757.0,4,Hatchback,5,5,16990.0,Grey ,Croydon, NSW
307,Mercedes-Benz,2011-01-01,E250,USED,Automatic,1.8,Rear,Premium,7.6,120209.0,4,Sedan,4,5,18990.0,Silver ,Granville, NSW
308,Holden,2011-01-01,Commodore,USED,Automatic,3.0,Rear,Unleaded,8.9,174239.0,6,Wagon,4,5,13800.0,White ,Kirrawee, NSW
309,Toyota,2004-01-01,Camry,USED,Automatic,2.4,Front,Unleaded,9.5,95362.0,4,Sedan,4,5,12995.0,Gold ,Minchinbury, NSW
311,Peugeot,2017-01-01,308,USED,Automatic,1.2,Front,Premium,5.1,41522.0,3,Hatchback,5,5,18777.0,Red ,Cardiff, NSW
312,Audi,2018-01-01,Q2,USED,Automatic,1.4,Front,Premium,5.3,38238.0,4,SUV,4,5,35800.0,Yellow ,Rozelle, NSW
313,Kia,2018-01-01,Sorento,USED,Automatic,2.2,AWD,Diesel,7.2,157465.0,4,SUV,4,7,28950.0,White ,Granville, NSW
314,BMW,2017-01-01,218I,USED,Automatic,1.5,Front,Premium,5.2,44286.0,3,Hatchback,4,5,26800.0,White ,Rozelle, NSW
315,Hyundai,2017-01-01,Tucson,USED,Automatic,2.0,AWD,Diesel,6.8,116134.0,4,SUV,4,5,28880.0,White ,Milperra, NSW
316,Nissan,2007-01-01,Patrol,USED,Manual,3.0,4WD,Diesel,0.8,165374.0,4,SUV,4,7,32950.0,Blue ,Penrith, NSW
317,Hyundai,2020-01-01,I30,USED,Automatic,2.0,Front,Unleaded,7.4,40178.0,4,Hatchback,4,5,26300.0,White ,Castle Hill, NSW
318,Honda,2010-01-01,Accord,USED,Automatic,2.4,Front,Premium,8.9,191701.0,4,Sedan,4,5,10499.0,Red ,Granville, NSW
319,Mitsubishi,2019-01-01,ASX,USED,Automatic,2.0,Front,Unleaded,7.6,43534.0,4,SUV,4,5,25990.0,White ,Campbelltown, NSW
320,Nissan,2015-01-01,Qashqai,USED,Automatic,2.0,Front,Unleaded,6.9,77936.0,4,SUV,4,5,23990.0,White ,Smeaton Grange, NSW
321,Toyota,2015-01-01,Landcruiser,USED,Manual,4.5,4WD,Diesel,0.5,217658.0,8,Ute / Tray,2,3,56913.0,White ,Cardiff, NSW
322,Volkswagen,2015-01-01,Passat,USED,Automatic,1.8,Front,Premium,6.0,49801.0,4,Wagon,4,5,26990.0,White ,Smeaton Grange, NSW
323,Subaru,2013-01-01,Forester,USED,Automatic,2.5,AWD,Unleaded,8.1,121608.0,4,SUV,4,5,16950.0,Black ,Pendle Hill, NSW
324,Renault,2014-01-01,Megane,USED,Automatic,1.2,Front,Premium,5.6,112133.0,4,Wagon,4,5,13999.0,Black ,Croydon, NSW
325,Renault,2018-01-01,Trafic,USED,Manual,1.6,Front,Diesel,6.2,153438.0,4,Commercial,4,3,31950.0,White ,Liverpool, NSW
326,Toyota,2013-01-01,Hilux,USED,Manual,2.7,Rear,Unleaded,7.3,215189.0,4,Ute / Tray,2,3,13995.0,White ,Camden, NSW
327,Holden,2016-01-01,Cruze,USED,Manual,1.6,Front,Unleaded,7.4,139558.0,4,Sedan,4,5,12990.0,Black ,Granville, NSW
328,Rolls-Royce,2011-01-01,Ghost,USED,Automatic,6.6,Rear,Premium,3.6,45385.0,12,Sedan,4,5,329990.0,Silver ,Rushcutters Bay, NSW
329,Volkswagen,2016-01-01,Crafter,USED,Manual,2.0,Rear,Diesel,7.3,265837.0,4,Commercial,3,2,25995.0,White ,Lidcombe, NSW
330,Hyundai,2010-01-01,I30,USED,Automatic,2.0,Front,Unleaded,7.6,186939.0,4,Hatchback,5,5,10995.0,White ,Minchinbury, NSW
332,Kia,2015-01-01,Cerato,USED,Automatic,1.8,Front,Unleaded,7.1,103354.0,4,Hatchback,5,5,15888.0,White ,Cardiff, NSW
333,Toyota,2012-01-01,Tarago,USED,Automatic,2.4,Front,Unleaded,8.9,115000.0,4,Wagon,4,8,22999.0,White ,Brookvale, NSW
335,Toyota,2018-01-01,Corolla,USED,Automatic,2.0,Front,Unleaded,6.0,82020.0,4,Hatchback,5,5,29888.0,White ,Waitara, NSW
336,Honda,2020-01-01,HR-V,USED,Automatic,1.8,Front,Unleaded,6.7,29007.0,4,SUV,4,5,34990.0,Grey ,Banksia, NSW
337,Kia,2017-01-01,Sportage,USED,Automatic,2.0,Front,Unleaded,7.9,115759.0,4,SUV,4,5,24990.0,White ,Singleton, NSW
340,Toyota,2006-01-01,Camry,USED,Automatic,2.4,Front,Unleaded,9.9,260901.0,4,Sedan,4,5,6990.0,Blue ,Lansvale, NSW
341,Hyundai,2018-01-01,Iload,USED,Automatic,2.5,Rear,Diesel,8.8,57505.0,4,Commercial,4,3,35995.0,Grey ,Sylvania, NSW
342,Subaru,2009-01-01,Impreza,USED,Manual,2.5,AWD,Premium,0.7,153891.0,4,Sedan,4,5,16420.0,Grey ,Leichhardt, NSW
343,Holden,2005-01-01,Rodeo,USED,Manual,3.5,Rear,Unleaded,7.3,169587.0,6,Ute / Tray,4,5,9913.0,White ,Cardiff, NSW
344,BMW,2013-01-01,320D,USED,Automatic,2.0,Rear,Diesel,5.3,170658.0,4,Coupe,2,4,17890.0,Black ,Haberfield, NSW
345,Toyota,2015-01-01,RAV4,USED,Automatic,2.0,Front,Unleaded,7.4,119342.0,4,SUV,4,5,21888.0,White ,Liverpool, NSW
346,Volkswagen,2016-01-01,Amarok,USED,Automatic,3.0,4WD,Diesel,7.8,132194.0,6,Ute / Tray,4,5,41950.0,Blue ,Glebe, NSW
347,Holden,2017-01-01,Astra,USED,Automatic,1.6,Front,Premium,6.3,128928.0,4,Hatchback,5,5,15984.0,Red ,Granville, NSW
348,Toyota,2010-01-01,Kluger,USED,Automatic,3.5,4WD,Unleaded,7.3,269287.0,6,SUV,4,7,13995.0,White ,Minchinbury, NSW
349,Toyota,2019-01-01,Corolla,USED,Automatic,1.8,Front,Hybrid,4.2,60906.0,4,Hatchback,5,5,35990.0,Silver ,East Maitland, NSW
350,Nissan,2015-01-01,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,188702.0,4,SUV,4,5,14900.0,Red ,Kirrawee, NSW
351,BMW,2017-01-01,X1,USED,Automatic,2.0,Front,Diesel,4.7,41275.0,4,SUV,4,5,34880.0,Brown ,Warwick Farm, NSW
352,Mazda,2008-01-01,6,USED,Automatic,2.5,Front,Premium,8.9,196135.0,4,Wagon,4,5,8950.0,Red ,Minto, NSW
353,Ford,2017-01-01,Ranger,USED,Automatic,3.2,4WD,Diesel,8.8,196114.0,5,Ute / Tray,4,5,36990.0,White ,Caringbah, NSW
354,Hyundai,2009-01-01,Imax,USED,Automatic,2.4,Rear,Premium,0.6,152352.0,4,Wagon,4,8,19990.0,Silver ,Adamstown, NSW
355,Toyota,2013-01-01,RAV4,USED,Automatic,2.2,AWD,Diesel,6.5,165245.0,4,SUV,4,5,16995.0,Silver ,Minchinbury, NSW
356,Toyota,2012-01-01,Kluger,USED,Automatic,3.5,4WD,Unleaded,7.3,101222.0,6,SUV,4,7,23990.0,White ,Brookvale, NSW
357,Holden,2018-01-01,Colorado,USED,Automatic,2.8,Rear,Diesel,8.8,164863.0,4,Ute / Tray,4,5,23888.0,White ,Bankstown, NSW
358,Toyota,2016-01-01,Corolla,USED,Automatic,1.8,Front,Unleaded,6.1,74113.0,4,Hatchback,5,5,24950.0,Silver ,Liverpool, NSW
359,Holden,2012-01-01,Captiva,USED,Automatic,3.0,AWD,Unleaded,0.3,121948.0,6,SUV,4,7,8999.0,Gold ,Elderslie, NSW
360,Mercedes-Benz,2009-01-01,C200,USED,Automatic,1.8,Rear,Premium,8.2,73989.0,4,Sedan,4,5,13913.0,Silver ,Cardiff, NSW
361,Skoda,2010-01-01,Octavia,USED,Automatic,2.0,Front,Diesel,5.5,81608.0,4,Wagon,4,5,11880.0,Grey ,Arncliffe, NSW
363,Lexus,2019-01-01,UX200,USED,Automatic,2.0,Front,Unleaded,5.8,5159.0,4,SUV,4,5,43990.0,White ,Castle Hill, NSW
364,Hyundai,2009-01-01,Imax,USED,Automatic,2.4,Rear,Premium,0.6,240239.0,4,Wagon,4,8,15990.0,Grey ,Minchinbury, NSW
365,Hyundai,2019-01-01,Tucson,USED,Automatic,2.0,Front,Unleaded,7.9,104066.0,4,SUV,4,5,26990.0,White ,Singleton, NSW
367,Kia,2020-01-01,RIO,USED,Automatic,1.4,Front,Unleaded,6.0,67712.0,4,Hatchback,5,5,21800.0,Red ,Rozelle, NSW
368,Skoda,2019-01-01,Rapid,USED,Automatic,1.4,Front,Premium,6.0,19768.0,4,Wagon,4,5,23990.0,Blue ,Arncliffe, NSW
369,Nissan,2018-01-01,Navara,USED,Manual,2.3,4WD,Diesel,6.5,62782.0,4,Ute / Tray,4,5,41990.0,Silver ,Windsor, NSW
371,Toyota,2017-01-01,Hilux,USED,Automatic,2.8,4WD,Diesel,8.5,162384.0,4,Ute / Tray,4,5,37888.0,White ,Blacktown, NSW
372,Jaguar,2011-01-01,XF,USED,Automatic,3.0,Rear,Diesel,6.8,133360.0,6,Sedan,4,5,23950.0,Black ,Rydalmere, NSW
373,Mitsubishi,2017-01-01,ASX,USED,Automatic,2.0,Front,Unleaded,7.4,89044.0,4,SUV,4,5,20995.0,White ,Minchinbury, NSW
374,Kia,2021-01-01,Picanto,USED,Automatic,1.2,Front,Unleaded,5.8,4758.0,4,Hatchback,5,5,20444.0,Grey ,Cardiff, NSW
375,Toyota,2015-01-01,RAV4,USED,Automatic,2.0,Front,Unleaded,7.4,130569.0,4,SUV,4,5,23400.0,White ,Granville, NSW
376,Honda,2017-01-01,Civic,USED,Manual,2.0,Front,Premium,8.8,88363.0,4,Hatchback,5,4,49880.0,Red ,Chipping Norton, NSW
377,Toyota,2007-01-01,RAV4,USED,Manual,2.4,4WD,Unleaded,9.6,192415.0,4,SUV,4,5,10999.0,Black ,Leichhardt, NSW
378,Isuzu,2013-01-01,D-MAX,USED,Manual,3.0,Rear,Diesel,8.0,223907.0,4,Ute / Tray,2,2,14913.0,White ,Cardiff, NSW
379,Ford,2012-01-01,Territory,USED,Automatic,2.7,AWD,Diesel,9.0,157563.0,6,SUV,4,7,16999.0,Grey ,Blacktown, NSW
380,Isuzu,2016-01-01,D-MAX,USED,Automatic,3.0,4WD,Diesel,8.1,310215.0,4,Ute / Tray,2,4,21990.0,White ,Bankstown, NSW
381,Mazda,2016-01-01,3,USED,Manual,2.0,Front,Unleaded,5.8,209628.0,4,Sedan,4,5,13995.0,Grey ,Minchinbury, NSW
382,Kia,2018-01-01,Carnival,USED,Automatic,3.3,Front,Unleaded,0.6,76027.0,6,Wagon,4,8,41999.0,White ,Elderslie, NSW
383,Kia,2011-01-01,Cerato,USED,Automatic,2.0,Front,Unleaded,7.8,97125.0,4,Coupe,2,5,11990.0,Red ,Smeaton Grange, NSW
384,Mazda,2019-01-01,3,USED,Manual,2.0,Front,Unleaded,6.2,55677.0,4,Hatchback,5,5,24888.0,White ,Liverpool, NSW
385,Toyota,2009-01-01,Camry,USED,Automatic,2.4,Front,Unleaded,8.8,134916.0,4,Sedan,4,5,9990.0,Silver ,Kurri Kurri, NSW
386,Ford,2016-01-01,Focus,USED,Manual,2.0,Front,Premium,7.3,117686.0,4,Hatchback,5,5,26888.0,Grey ,Liverpool, NSW
387,Holden,2015-01-01,Trax,USED,Automatic,1.4,Front,Unleaded,6.9,146059.0,4,SUV,4,5,11995.0,Black ,Bankstown, NSW
388,Nissan,2018-01-01,X-Trail,USED,Automatic,2.5,Front,Unleaded,8.1,98754.0,4,SUV,4,7,24888.0,Silver ,Taylors Beach, NSW
389,Holden,2014-01-01,Commodore,USED,Automatic,3.6,Rear,Unleaded,9.5,207234.0,6,Sedan,4,5,19995.0,Black ,Minchinbury, NSW
390,MG,2023-01-01,ZST,NEW,Automatic,1.5,Front,Unknown,6.9,15.0,4,SUV,5,5,27690.0,Red ,Blacktown, NSW
391,Holden,2010-01-01,Calais,USED,Automatic,6.0,Rear,Premium,4.6,176052.0,8,Sedan,4,5,18999.0,Silver ,Homebush, NSW
392,Fiat,2015-01-01,500,USED,Manual,1.2,Front,Premium,5.1,79452.0,4,Hatchback,3,4,9800.0,Red ,Minchinbury, NSW
393,Mazda,2012-01-01,2,USED,Automatic,1.5,Front,Unleaded,6.8,139976.0,4,Hatchback,5,5,12990.0,Silver ,Lidcombe, NSW
394,Volkswagen,2015-01-01,Golf,USED,Automatic,2.0,Front,Premium,6.6,98900.0,4,Hatchback,5,5,26888.0,Grey ,Liverpool, NSW
395,Mercedes-Benz,2016-01-01,GLA250,USED,Automatic,2.0,AWD,Premium,7.0,99459.0,4,SUV,4,5,34950.0,Black ,Liverpool, NSW
396,Haval,2020-01-01,H9,USED,Automatic,2.0,4WD,Premium,0.9,34291.0,4,SUV,4,7,37990.0,Silver ,Taylors Beach, NSW
