,Brand,Year,Model,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption/100km,Kilometres,CylindersinEngine,BodyType,Doors,Seats,Price,Extcolour,City,State
14435,Jeep,2017-01-01,Wrangler,USED,Automatic,3.6,4WD,Unleaded,0.7,100254.0,6,SUV,4,5,40990.0,White ,Rockingham, WA
14436,Hyundai,2018-01-01,Santa,USED,Automatic,2.2,AWD,Diesel,7.5,88225.0,4,SUV,4,7,38989.0,Blue ,Bentley, WA
14437,Audi,2020-01-01,Q3,USED,Automatic,1.4,Front,Premium,7.2,15126.0,4,SUV,4,5,53988.0,Black ,Bentley, WA
14438,Toyota,2015-01-01,Hilux,USED,Automatic,2.8,4WD,Diesel,8.5,140773.0,4,Ute / Tray,4,5,44490.0,White ,Bellevue, WA
14439,Isuzu,2016-01-01,D-MAX,USED,Automatic,3.0,4WD,Diesel,8.1,86104.0,4,Ute / Tray,4,5,45994.0,Brown ,Bentley, WA
14440,HSV,2012-01-01,Clubsport,USED,Automatic,6.2,Rear,Premium,3.9,174035.0,8,Sedan,4,5,49969.0,Black ,Bentley, WA
14441,Toyota,2019-01-01,Camry,USED,Automatic,2.5,Front,Hybrid,4.2,62356.0,4,Sedan,4,5,36990.0,Silver ,Morley, WA
14444,Toyota,2009-01-01,Landcruiser,USED,Manual,4.5,4WD,Diesel,0.9,258104.0,8,SUV,4,5,41990.0,Silver ,Osborne Park, WA
14445,Mercedes-Benz,2016-01-01,GLE43,USED,Automatic,3.0,AWD,Premium,8.7,76499.0,6,SUV,4,5,73990.0,White ,Canning Vale, WA
14446,Renault,2017-01-01,Captur,USED,Automatic,1.2,Front,Premium,5.8,34005.0,4,SUV,4,5,21990.0,White ,Myaree, WA
14447,Mitsubishi,2022-01-01,Triton,USED,Automatic,2.4,4WD,Diesel,8.6,17539.0,4,Ute / Tray,4,5,52998.0,White ,Morley, WA
14448,Volkswagen,2018-01-01,Amarok,USED,Automatic,3.0,4WD,Diesel,7.8,101932.0,6,Ute / Tray,4,5,47990.0,Silver ,Rockingham, WA
